**************************************************************************

This file provides the results obtained by BaBar for the process
e+ e- --> K+ K- (gamma) using the ISR method near 10.58 GeV.
It contains:

(1) The cross section (nb) and form factor values for 159 CM energy intervals (GeV) from 0.985 to 5 GeV.
The cross section is bare (excluding vacuum polarization) and includes the emission of final state photons.
The form factor is dressed (including vacuum polarization) and does not include the emission of final state photons.

(2) The source of systematic uncertainties and their values in the defined energy intervals. All the values for each source should be taken as 100% correlated in all energy bins. The sources are independent and their contributions should be added quadratically.  

(3) The statistical covariance matrix of the cross section, in the same energy bins as given for the cross section values. This matrix comes from the unfolding of the measured pi+ pi- mass distribution, the corrections between data and MC obtained in larger bins, and the ISR luminosity using the mu+ mu- gamma (gamma) process.
The statistical covariance matrix of the form factor can be derived from the statistical covariance matrix of the cross section using the formula:
cov(|FF|^2)ij = cov(Xsec)ij * (|FF|^2)i / (Xsec)i * (|FF|^2)j / (Xsec)j ,
with i and j being the bin numbers.

**************************************************************************
          
        (1) CROSS SECTION and FORM FACTOR

Energy interval      Cross section	         |FF|^2
   (GeV)                (nb)         

-6.08470858001644742E-05 
8.36418592578099993E-06 
6.09852434393370695E-04 
3.20147637903368199E-06 
-3.05097662229118998E-05 
1.59732119511526023E-04 
4.01529206186629115E-05 
3.67989395270855208E-04 
2.14876042926271418E-04 
6.69226905438809140E-05 
-3.07370025315538314E-05 
-2.15711538235226898E-05 
4.09501175919151271E-05 
1.06176713798139839E-04 
-7.88286177032243568E-05 
3.01311314831716777E-05 
5.09260044330530051E-05 
6.71677269218203781E-06 
-3.11890191488216977E-05 
1.19859659688594338E-04 
-4.06118632431842183E-05 
-5.25528042107860398E-05 
6.37197712263875665E-05 
-3.54160461221316955E-05 
5.27140928602045489E-05 
-5.05833854066150627E-05 
-5.26935353303491534E-06 
2.51838177414111719E-05 
3.06131350843982705E-05 
1.68379097692773503E-05 
7.02597912056160551E-06 
-4.68441367837842037E-05 
-1.36279266905229086E-05 
-2.05128370505415741E-05 
2.02982492631928139E-05 
-7.05050405442701490E-06 
-2.03405942034006982E-05 
7.55643958304872673E-06 
-3.81720533255698168E-05 
-8.13515187652258966E-06 
-2.56543190905663184E-06 
8.50543251040818338E-07 
-2.06063604406863909E-05 
2.30849725038442970E-06 
1.27563548006967235E-06 
1.18313588209029482E-05 
-1.67136950756141812E-07 
-3.62521837812516817E-06 
2.59310165213488349E-06 
-6.62794061666680175E-06 
2.19413671762772207E-07 
1.96512601746155202E-05 
1.15891146833257686E-05 
1.33523508319294631E-05 
-8.71964311572436662E-06 
-8.88734823022818163E-06 
7.10395142206014892E-06 
-9.81527713449164008E-06 
5.10800060994635692E-06 
-2.35489209525329529E-05 
1.34643395437186354E-05 
3.40618910025407341E-06 
6.17755568732827590E-06 
7.49445623098260357E-07 
-4.29909321292785556E-06 
5.89540925068697401E-06 
1.77654858666868122E-05 
-1.91193116628549546E-06 
9.08369923733531455E-06 
-3.15203816953491605E-06 
7.34295550188106428E-06 
3.18332045776293239E-06 
2.42792358918065010E-06 
6.91105308734829779E-06 
3.98102994451462585E-07 
4.20079983671950400E-06 
7.47998492849662719E-06 
6.67717757820499550E-07 
-1.60405952056912306E-06 
1.57867548729688151E-05 
-1.28636232437790057E-06 
-9.14864814471800131E-05 
4.85106203727681819E-04 
-7.83398064531579797E-05 
4.78063788213073065E-06 
-2.22625673289703577E-06 
-1.02554167550048175E-06 
-4.95067803156841832E-07 
-2.42143738287960146E-06 
-3.64002268020949326E-06 
2.28397615291790881E-06 
-2.18982670470038663E-06 
-3.36850021288761297E-06 
-1.31052648237929979E-06 
-1.43157067374857660E-06 
-6.44740517787446890E-07 
-6.46486075498335069E-08 
-2.35974634450210887E-06 
1.65612398478748175E-06 
1.00785569459844606E-06 
-7.90054308921255288E-07 
1.22316670825532488E-06 
-3.09779056411197297E-06 
1.62105836282250814E-06 
1.20369599549421957E-06 
-6.76803766320304055E-07 
-1.63069298808432820E-08 
2.02840498234654002E-07 
-5.46084332444457849E-07 
-3.82035642002248785E-07 
2.94095719584922680E-07 
2.36479648536632593E-07 
2.31648178752520853E-08 
2.99610671004747491E-06 
3.71975140449693883E-06 
-4.25066375106552169E-05 
4.42984871381153092E-05 
-4.64254773832383985E-05 
-2.29605301007804648E-05 
9.20638074311287474E-04 
8.65936813606756929E-04 
3.76398373641664440E-04 
-3.55839708162120896E-04 
7.56394612009484509E-04 
-1.63499803965831626E-03 
4.17722263460396982E-04 
-1.59252658427640409E-03 
3.17178037054523807E-03 
1.86655855997389184E-03 
-2.40414180678505743E-03 
-6.50958711265177750E-03 
4.55640608834188311E-03 
9.80041032914158450E-04 
7.56342840132344894E-03 
-1.04459289840411716E-03 
7.25461609763689095E-03 
4.93705398560672064E-03 
3.50671298899310653E-03 
5.57024379441167002E-04 
-1.74246435560033303E-03 
-2.66695706244257213E-03 
1.10459978249695405E-05 
-1.50179541135728525E-04 
6.15804687695337052E-04 
-1.00791221727839918E-03 
1.03825465808280999E-03 
1.68154499082311809E-03 
6.99836219705080530E-04 
-3.39152022182084368E-03 
5.57060777632972510E-04 
3.28408018846068845E-03 
-8.42501735131278824E-04 
-8.82730015791793627E-04 
7.81387397458165533E-05 
-1.85796234327758404E-04 
-8.89887144111129862E-05 
8.07704455074921990E-05 
-6.75717322568459623E-04 
7.11745547384015973E-05 
1.31304224695453868E-04 
4.91851005422633985E-04 
-4.29222485744763251E-04 
1.68183695235618884E-04 
3.20281402098630981E-04 
9.98536788782120765E-05 
2.49389021157018066E-04 
-1.82082781845564442E-04 
1.72666751774449553E-04 
2.78554708901930291E-05 
6.59889574773547317E-05 
-7.45928105203879548E-05 
-4.82475832099390630E-05 
6.73190137327138478E-06 
-5.01375846306392062E-05 
-2.07260385146458703E-05 
2.08318419094595413E-05 
-3.41355199554395686E-05 
9.56750514023691856E-05 
7.09235998360593749E-05 
-8.10668647444212546E-06 
6.31163488466144202E-05 
-4.66544909478682822E-06 
-3.48724131397413041E-05 
1.69055474422760117E-05 
2.13586345632265238E-05 
9.76614195111912871E-05 
-1.74110371030296125E-05 
6.09230567724491949E-05 
3.10698133883672092E-05 
2.66240813074192574E-05 
-4.81841577976529264E-05 
1.00030983274566765E-05 
2.54298689605666560E-05 
-5.10579546640320945E-05 
2.87554492644210702E-05 
-4.44883789533410360E-05 
2.85599981329789132E-05 
1.34811164943583308E-05 
-3.55285666278626895E-06 
-5.97767835428840667E-06 
-2.18547826296274337E-05 
1.29946112284754681E-05 
1.09902826719117581E-05 
4.64700854668373179E-06 
1.02697406151096973E-05 
-1.26324571348218925E-05 
-2.30568437067485670E-05 
3.12235974109820111E-06 
-9.74950551207023013E-06 
-2.40326658045581095E-05 
5.14935761792930534E-06 
7.10738044126320110E-07 
-3.60097558582883335E-06 
5.97666096989627867E-06 
-2.70439367162988844E-07 
-7.46223920533785361E-06 
-1.78844781347518655E-06 
-6.05499126368821068E-06 
-2.10692851199081904E-05 
-5.92852871658665465E-06 
-2.95784287239901346E-06 
-5.27517165417814860E-06 
-1.59170717559319880E-06 
1.20577669033299417E-06 
-2.16628493905772870E-06 
-8.48840428354699385E-06 
8.90717122505210539E-07 
-7.47255334003270646E-06 
3.54079974916691534E-06 
-1.65527556713790188E-06 
4.28353426210759069E-06 
-5.99530282777101872E-06 
1.65237454752534079E-07 
-9.47658266233235035E-07 
-3.46186557799177797E-06 
8.41602095218154051E-06 
3.38879452611939343E-06 
-2.98979644684402828E-06 
1.83083135606683634E-06 
8.39451964069324897E-06 
-2.67932050070069343E-05 
-7.83398064531579797E-05 
5.84774075687371879E-04 
-4.87060420321689823E-05 
-2.13456992738046278E-06 
3.10363793471096884E-07 
2.17675433071848108E-06 
-7.76855467739242767E-07 
-8.57423526472542042E-07 
1.13707172797666702E-06 
6.97605479093100114E-07 
1.75016852347139845E-06 
-2.52416001539904006E-09 
-5.75836648129336866E-07 
-2.88000409432830296E-06 
3.06692973290782057E-07 
-1.36239627152262462E-06 
8.73508849247478250E-07 
-2.53755700224140751E-06 
1.51008883769817898E-06 
-1.18811747068306763E-07 
1.04535573818433505E-06 
-1.73068412708653831E-06 
-6.93350398235956869E-07 
-6.17601575723810506E-08 
4.98215835465209556E-07 
-2.52479251232192514E-07 
-3.01157902527449313E-07 
-3.31104372580268838E-07 
2.73782188883512754E-07 
-1.53600963414286486E-07 
3.25276130900112428E-07 
-6.41150927367066249E-06 
4.73601855167553125E-05 
5.27804762236486799E-07 
9.53298725376651072E-05 
-1.08544852376574714E-04 
4.61205620408404189E-04 
-2.18517279922348262E-04 
-1.94777592584171547E-04 
1.34366050003395055E-04 
7.63214380345545682E-05 
1.68206148384805347E-05 
3.40078570299232920E-04 
-2.08720208125713272E-04 
9.49875893775305701E-04 
-2.14268543554806263E-05 
-6.56584624383844829E-06 
-1.32176958328700136E-03 
1.56244844511706639E-03 
1.31167931117534965E-03 
-7.43939248644529439E-04 
2.06911522390607332E-04 
-2.36846462458382197E-03 
5.76274202616871298E-04 
1.65351011220660660E-03 
-2.70277156579467898E-03 
1.50050528566094354E-03 
-1.31273098773014915E-04 
1.87395934216021695E-03 
9.72526175638422784E-04 
2.54978865894954748E-04 
-7.12736973834185330E-04 
-3.14187398840957391E-04 
1.18485445923784951E-03 
-1.98803025734045131E-04 
2.55431173382022526E-04 
-7.37675041603195743E-04 
1.06313098915211462E-03 
9.36229711333657597E-05 
-6.48467306631212619E-04 
5.24333168783485326E-04 
8.11856237410956360E-04 
-5.76059637912685967E-04 
5.06327634055215225E-04 
4.04645839592603750E-06 
2.13481466413965214E-04 
-1.00854383860043232E-04 
9.00028896223501482E-05 
-1.93668845432185444E-04 
2.20430025153071847E-04 
-2.23663950844643964E-04 
2.32105357972976356E-05 
-9.39889026131319371E-05 
-1.37152259666611913E-05 
1.28873348366790545E-04 
-1.55280655202398945E-04 
5.07367084554502664E-05 
1.59032879931776319E-05 
-2.03253013913296683E-05 
1.41752884445722966E-05 
3.81496997941607261E-05 
2.16837656432259255E-05 
-4.43484433130689353E-05 
3.83132934199815193E-05 
7.14756812525034002E-05 
3.08960811957311184E-05 
-5.75256480359945125E-06 
2.14059725692359915E-05 
-2.44964455480466930E-05 
6.78734105966834493E-05 
-1.58543221830430413E-07 
1.97103055836062905E-05 
-6.39662354376078221E-05 
-3.60725911326479680E-05 
3.08545097986069069E-05 
9.08760985848010675E-06 
2.24080483452849520E-05 
-4.34883233454192443E-06 
2.88940849333092919E-05 
-2.06322574510917884E-05 
-1.67886380764550923E-05 
-2.89286437978744589E-05 
-7.84458957861802713E-07 
-1.16033382220153964E-06 
1.55989422758194866E-05 
2.39005369444646349E-07 
-1.80300038666434067E-05 
-8.03388958258331768E-06 
1.92926293359220605E-06 
7.97676436863188905E-06 
-8.95137454596329654E-06 
5.66816300501152023E-06 
5.00371113615150603E-06 
-4.06739359507655734E-06 
6.19397767853676481E-06 
-5.68192645340919304E-06 
9.68807611509187291E-06 
2.56571903394521923E-05 
9.54934399810349338E-07 
3.99551426166561212E-06 
5.25527721552018108E-06 
1.99365802948469192E-06 
6.86986531886880915E-06 
3.22975926370928984E-06 
5.56416895919753208E-06 
2.61707373572619059E-06 
1.75977075755186079E-06 
-1.20970602712526726E-06 
-3.75610151232388963E-06 
-1.23410833805132175E-08 
2.46813251157731470E-07 
-3.18290789518395607E-06 
2.33058813358465879E-06 
1.29951836564743072E-06 
2.82487097213482138E-06 
-2.77757950069251450E-07 
-9.55669589340422588E-06 
6.39546335670663349E-06 
2.17676160234147064E-06 
8.74630925765155175E-06 
4.39989435402620853E-06 
-3.52408178964752129E-06 
8.22855726354863336E-06 
4.86146152018165270E-07 
-1.14541108843915404E-06 
1.91790133411447678E-06 
-8.49315449252276792E-07 
-1.07781580221542940E-07 
3.02610702824973348E-06 
4.78063788213073065E-06 
-4.87060420321689823E-05 
2.14317558314854067E-04 
-2.09769737004914349E-05 
2.73193860622931778E-06 
-3.27522435560722367E-07 
-1.20661491624339992E-06 
-6.61471062409969658E-07 
-2.00688935339740375E-06 
-4.61338837096678160E-07 
-7.12198820612723192E-07 
-1.61073486448125208E-06 
2.37545476494471679E-06 
7.66678421350436453E-09 
8.72413372191956106E-07 
-2.74582822386302750E-06 
1.75457186221500925E-06 
-2.78692224726151992E-08 
-1.09469301426812060E-06 
-1.37247736694365510E-06 
7.39476614765275475E-07 
-4.41884742897207453E-07 
6.64759591326670992E-07 
2.07351356360694511E-07 
3.95669679401369350E-08 
5.31864331135337270E-07 
-2.08776018428579986E-07 
-1.92417930126421104E-07 
-2.09816090323618400E-07 
1.05580464595636333E-07 
3.86098504177019810E-08 
6.89603643605799397E-06 
2.46988972396383975E-05 
2.59138805545755891E-05 
-4.04499590154453793E-04 
2.47362442132003746E-04 
-1.86440573691004923E-04 
3.94582438769113257E-04 
-2.46200624900013863E-04 
-6.46199452923489916E-04 
5.12543434552425472E-04 
-6.11442285729725814E-04 
6.33420611117530485E-04 
4.27254087676375721E-04 
4.19229900194500126E-04 
-1.18307451685359109E-04 
-8.76215326745098818E-04 
2.02312913740524845E-03 
-3.01504465225934510E-04 
-2.20679450057293210E-04 
6.09867131894494506E-04 
-1.47315519462093186E-03 
5.42379046225645022E-05 
1.00227055363380415E-03 
2.18724060173584433E-03 
1.91224741061720035E-03 
7.30541617648150857E-04 
2.53096830723496813E-03 
-3.65120000839265263E-04 
-2.58502560000947387E-04 
1.66981553344375738E-04 
-9.52419295348198186E-04 
-3.12925032617906643E-05 
4.99649515720621928E-04 
-6.01163158288521549E-04 
1.09888322174075351E-03 
-1.08088366166949029E-04 
7.76269859491386351E-05 
1.06454104502525104E-04 
-4.24719346430080285E-05 
1.11473841815366804E-03 
2.69504340194554113E-04 
-4.03875264360949775E-05 
3.70476869651971429E-04 
-1.28148589035804365E-04 
2.21359439507441366E-04 
-6.71965885316231601E-05 
-8.61887217811792674E-06 
6.21471517680562656E-05 
-1.14536630729847856E-04 
2.42952468523708912E-05 
-3.29766001259931002E-05 
2.10475768597194305E-04 
-5.64754188088131001E-05 
-3.71834189887697923E-05 
9.81771803553359637E-05 
-6.77355730365877731E-05 
3.57537009620658114E-05 
4.72456378361874307E-05 
3.23818318653833269E-05 
-8.17332771646470463E-06 
1.60807403887419725E-05 
-1.78439148821223564E-05 
3.33438637365681719E-05 
-4.83100801468255945E-05 
-3.51025784139396259E-05 
1.82095948511091946E-05 
4.70962413997380534E-05 
-4.54344243109334678E-05 
-3.71712838863415859E-05 
1.40002756858123150E-05 
-1.79487788063613400E-06 
2.23150611099972122E-05 
-1.34628027737196416E-05 
1.08028674153676449E-05 
-1.98281635077939003E-05 
-2.62643166938374443E-06 
7.91405882033752768E-06 
-1.43205483287134570E-05 
1.90665528704431524E-05 
4.23316587100857903E-05 
-1.51078882653455749E-05 
-3.32103977100930721E-06 
-1.68896780559581255E-06 
2.85835811543304668E-05 
-1.45853052750468491E-05 
3.79077845298328239E-06 
5.94524013048118242E-06 
6.42345792944369932E-06 
1.00183633861872494E-06 
2.26109359841131000E-06 
4.64235335418482831E-06 
-4.91791443031134729E-06 
3.76953836171504340E-06 
6.89676130957681876E-07 
2.43123402594578914E-06 
8.60738242899163265E-06 
-7.33147435979127094E-06 
1.33466604271222497E-07 
1.35176057949432614E-05 
1.46730892575713437E-05 
-2.20860000153586462E-06 
1.16158909928551869E-06 
6.45357406293756263E-06 
3.85760527251875610E-07 
-7.34287219367403098E-07 
-2.91797513422313988E-06 
2.79182184101919888E-06 
2.15005937190580186E-06 
2.23345451880900541E-07 
1.24624205816426569E-05 
-6.39692065785138625E-06 
6.10152991688831441E-06 
9.51387417217288323E-06 
3.38960929362352325E-06 
3.81051600838661064E-06 
2.04794180340480386E-06 
-2.48135300367173562E-06 
-5.94496333675223114E-06 
1.22898761025436543E-06 
2.28942042137879982E-06 
-3.34234875705849896E-06 
-4.11447894626346962E-08 
-2.55161515469435438E-06 
-3.64197571285215158E-06 
8.88039368497936754E-06 
-2.46572080007345980E-06 
-1.16433815703390439E-07 
-2.69521699855696872E-06 
-2.22625673289703577E-06 
-2.13456992738046320E-06 
-2.09769737004914349E-05 
1.62694568927650526E-04 
-1.52762272933901071E-05 
1.55336670442135924E-06 
2.86237725016315185E-06 
8.33218175121906666E-07 
1.94944243993399806E-06 
2.67626696593714934E-07 
-1.74332383874834447E-06 
-9.47167290871445860E-07 
-7.30643784823104927E-08 
-6.75216149584206922E-07 
-7.05952275518103887E-07 
2.17948045023627751E-08 
-1.89605140784901037E-08 
-1.43651168529864123E-06 
1.95612468469134402E-06 
4.72322998236308117E-07 
1.21389496321286656E-06 
-1.05894082907699870E-07 
1.52415903165963690E-07 
1.95178127221357118E-07 
-2.70169193820848433E-07 
-6.03203597972786661E-07 
-3.07157086725702144E-09 
-1.12054692608252468E-07 
-5.22686797842900173E-08 
-2.18090172866199375E-08 
-1.55431832390217601E-08 
4.50966348916558245E-06 
1.55224355481942632E-05 
-4.75560007703296179E-05 
9.16444028885212564E-05 
-7.96544920705369661E-05 
-6.58281316637320348E-05 
-2.98107011760691092E-04 
-2.16704273414109133E-04 
1.74483531833595897E-04 
-2.98958675260810368E-04 
-8.45485345193338554E-05 
-6.13810855496605312E-04 
-3.50064737349781575E-04 
-5.71055052902939570E-05 
-5.05831572646375715E-05 
-2.75651872375133524E-04 
1.99544550669990143E-03 
2.80899882344203921E-04 
-2.08249654153535327E-04 
1.85671252650673724E-03 
2.05383770726856553E-03 
4.62165434609033803E-03 
-5.14623586599242001E-03 
3.31639414834865179E-03 
9.87344443427846984E-04 
-9.13117076832576399E-04 
2.01446351000185198E-04 
-1.38822729164355383E-03 
2.25100210527314631E-03 
-3.35835411276487624E-04 
-7.61926210902140678E-05 
2.35106330368946211E-04 
1.55705283947601427E-03 
-5.50259598463204765E-04 
-2.61248437265867127E-04 
2.32293942538580259E-04 
-9.69756552767040260E-04 
-3.89981086011742791E-05 
1.11396780253899362E-04 
-1.04354134961301613E-04 
3.55977523957104697E-04 
-8.96174844274691732E-06 
-3.24048629669836032E-04 
2.26510309321372306E-04 
-1.28469921908239181E-05 
-1.43078366721790211E-04 
2.62154015869912763E-04 
1.01095824881529829E-04 
-1.13849374488956135E-04 
1.68670215513441372E-04 
-1.93763772666078019E-04 
1.52601892242237028E-04 
-5.66539740841359713E-05 
2.79059916627596816E-05 
7.44875677175155563E-05 
-9.33261108558411868E-06 
8.95033941048872203E-05 
2.64643654872413283E-05 
2.37757036964937032E-05 
3.61583908711985214E-05 
-2.11425497401346927E-05 
3.84529538017005138E-05 
2.66848868431040672E-05 
2.48882935559374213E-05 
2.06264290879913764E-06 
-3.67799630571600218E-05 
-3.09425768117446790E-05 
3.03920255642722022E-05 
-1.13720922931457098E-05 
4.91492878530966240E-05 
-2.79335925137686053E-06 
9.68862763342938435E-06 
-2.20153029179100838E-05 
3.90154395883417118E-05 
1.94010907013446921E-05 
-2.03893684577250553E-05 
1.62781333576331358E-05 
6.35646026839220200E-06 
1.60136211396142547E-05 
-1.88504008630393204E-05 
1.24747412511367475E-05 
-9.03824908507859809E-06 
8.48228263014191356E-06 
-4.13476883908031390E-06 
1.51730339364550749E-06 
9.26798522129568109E-06 
7.22334239557259310E-06 
2.04857341482551331E-06 
-5.21036497353890863E-06 
1.74531233578421275E-06 
2.49273839087789121E-06 
1.69433430258393260E-06 
4.47850122011367792E-06 
-8.61823157144681791E-07 
2.68508633288568084E-06 
1.06564047270287140E-06 
-2.84241692145704708E-06 
5.13564112743733519E-06 
-4.12759588923660584E-06 
1.13691748169830440E-06 
3.73446464562101318E-06 
-1.37624824804655733E-05 
-6.42149160809443517E-06 
5.72264866172315637E-06 
9.18578472534148278E-06 
-1.94847301881311501E-06 
-9.44322615701519956E-06 
-1.11744355061409771E-06 
-1.03557199746768124E-06 
-9.43310541659463164E-07 
1.09553146657111973E-06 
4.91219037959688897E-06 
-3.95728823691257159E-06 
-1.82293586768021122E-06 
3.15113134375659701E-06 
1.18585758572717983E-06 
7.57040575325555957E-06 
-9.83903828182502280E-07 
4.20674168613864883E-06 
-2.34445379949094747E-06 
-1.15920941148015036E-06 
1.11646220607239965E-06 
-2.21696099125245988E-07 
-1.81842107072175610E-07 
-1.73850165602717624E-06 
2.02850881639075069E-07 
-1.68254332448636274E-06 
-3.89888788805285926E-06 
-1.02554167550048175E-06 
3.10363793471096726E-07 
2.73193860622931778E-06 
-1.52762272933901071E-05 
1.43671933699616810E-04 
-1.63255244844177330E-05 
1.58682990419703135E-06 
-6.83770014066251832E-07 
-1.05300628941226445E-06 
-1.25868158205925060E-06 
1.21581916454740682E-06 
-9.38001477496582508E-07 
1.79551480254095221E-06 
-7.83409027385430077E-07 
-5.83682560254573494E-08 
3.24376662456432556E-07 
-1.96039309543154327E-07 
8.08093465095009728E-07 
1.41331759851713688E-06 
-4.67490266727006180E-07 
4.36434936158209154E-08 
9.88588397111629303E-07 
-2.72220147359522594E-07 
-1.62203494831541593E-07 
-3.32867545188317874E-08 
4.02763485365954315E-07 
-1.79673986546849950E-07 
1.53062908805437048E-07 
2.47299585221556675E-08 
-3.31421592985445718E-08 
-1.37936891010168076E-07 
-1.32449616937352891E-05 
-4.01473818439561213E-06 
1.31721224081523385E-05 
-5.72237377455592847E-06 
2.65869062375314398E-04 
-2.38951509042709592E-04 
1.03516420565863605E-05 
3.31989807435807162E-04 
6.33971016454534775E-04 
-1.57110964261263805E-05 
-1.58894062469516539E-04 
9.64579837684263557E-04 
-4.97615382291589524E-04 
-6.63747495269716094E-04 
-5.00862033407272394E-05 
1.27536196869509530E-03 
-4.39445837459184470E-04 
-1.60138869364187010E-03 
-3.76600494994475997E-05 
2.96607884896287833E-03 
1.48031745012307996E-03 
1.65703937150410733E-03 
-3.20212079088846337E-03 
-2.52681002568923632E-03 
-7.41306249832921990E-04 
8.42398360178349555E-04 
-2.86175001343195659E-05 
-1.50908947893459463E-05 
-1.89289205063900121E-03 
1.29080053803692506E-03 
1.11754629062627703E-03 
-3.45327548957003697E-04 
-9.17860733401009788E-04 
1.85839883341848460E-04 
4.54923991090388179E-04 
-2.99021628155462550E-04 
2.68088003198376553E-04 
-4.20934420863843537E-04 
3.54571081779110695E-04 
2.61613826897583287E-04 
5.27055220339896517E-04 
2.06717124930758751E-04 
3.23952857285777270E-04 
6.32966238114198224E-05 
-1.25089635525680876E-04 
1.52252299785639501E-04 
-1.00794891316032775E-05 
1.34479008274087817E-05 
1.16514015637704855E-05 
-3.51846294102644225E-06 
7.23638147909078783E-05 
-1.23160705392535161E-04 
8.73337127111750504E-07 
2.08496958688828075E-04 
-1.19767034342986795E-04 
-7.26929272165355539E-05 
7.94599371952245154E-05 
1.99923527253711255E-05 
-3.56301908390507688E-05 
9.16587444894840272E-06 
1.26860726218098855E-05 
2.95732830434143828E-05 
-1.10620956853663416E-05 
2.00261733855817364E-06 
3.53583894972661484E-05 
1.15500080649944048E-05 
-7.98737977974845820E-06 
-3.57412037329689334E-05 
3.95800985827807840E-05 
3.49527769247886977E-05 
-9.50650432410360692E-06 
1.64369577777753367E-05 
1.96786565481387758E-05 
-3.57439497663687554E-05 
3.16410722871479531E-06 
7.28479674203683783E-06 
-8.96294077568146297E-06 
-1.62754334378212680E-05 
2.48078076349149644E-05 
-3.46061172323906385E-05 
1.37320541683711995E-05 
-8.10863265693775573E-06 
2.63145403477976197E-05 
-5.89431458517180995E-06 
-5.08717523716341641E-06 
-6.88320453336897416E-06 
1.49409594533415516E-06 
-1.78904488589466672E-06 
5.94580105030992353E-06 
-6.83266206447886273E-06 
-8.88494160748611040E-07 
-1.30964596653983952E-06 
1.04761384509262008E-05 
1.41492232302139730E-06 
3.07841013386579415E-06 
6.02730446733199741E-07 
-7.67578180684520687E-07 
-5.66001797218863063E-07 
4.80330094936726605E-06 
-3.86075991691521473E-08 
3.81361447921514288E-06 
-1.40506136520603534E-05 
1.20437891673575707E-05 
-5.16569525544575679E-06 
-3.90389977386516616E-06 
-2.43584116924214320E-06 
-4.59671328320612227E-07 
-2.70659497259029814E-06 
-1.63687049979572920E-06 
6.46235521211639409E-06 
3.78803017157595218E-06 
-3.22040799851869430E-07 
3.10499146595740238E-06 
1.56938221648042812E-07 
6.29505397830929642E-06 
2.36335195649782572E-06 
1.93392790063615204E-06 
-3.89209519723256287E-06 
1.35003510927795320E-06 
-4.76959709494674300E-06 
-4.69284034801389602E-06 
-5.08178001067596649E-06 
4.29264837327321833E-06 
-4.31963386423332383E-06 
-1.91682511481497979E-06 
2.02363706598799117E-06 
2.18547123055183149E-06 
-4.99735630780473869E-06 
-4.95067803156841832E-07 
2.17675433071848108E-06 
-3.27522435560722367E-07 
1.55336670442135924E-06 
-1.63255244844177364E-05 
1.14918152675896326E-04 
-1.19584565080562321E-05 
1.81208062174788889E-06 
8.26918223362733609E-07 
-6.41116897723214180E-07 
5.52362613248205224E-07 
-2.39816172218211381E-07 
-1.12710879478935943E-06 
1.37033169371571374E-06 
4.41538601647016363E-07 
1.32733740736564378E-07 
3.66308108359153426E-07 
4.43000729293663551E-07 
1.58461849989087481E-07 
-6.80863508910217413E-08 
-1.24628451641187208E-06 
-1.75211924129646158E-07 
3.16834860226333993E-07 
-3.42239590191333593E-07 
-1.24253331930751702E-07 
-5.02315291692430275E-08 
-1.61686659500537144E-07 
1.51504585689632291E-07 
-1.16111766077135968E-07 
3.18863745080069036E-08 
1.95616836781272570E-08 
-3.58090597117377860E-06 
2.11959903037958519E-05 
-2.20272188494698245E-05 
2.22432966125034982E-04 
-3.00564498313146461E-04 
8.08832013031044936E-05 
-1.99649164851800897E-04 
2.27054433712303727E-04 
-2.89086174831006311E-04 
-4.33495876026498866E-06 
-4.47271658475246857E-05 
-3.22849202868310148E-04 
-2.59448464219850874E-05 
1.41605313148563419E-04 
3.05969742530459547E-04 
1.38753225149842899E-03 
6.13941345810234143E-06 
1.11084111496167386E-03 
-1.14061601233063185E-03 
4.19030472189752066E-03 
-1.47674225926959046E-03 
4.06304597045958026E-03 
2.78298358896088315E-04 
3.16241728025425735E-04 
1.90718810561196897E-04 
-3.48092972260673921E-04 
3.24484975896493274E-04 
-1.59077270007293762E-03 
9.00191317638921623E-04 
1.13676958197433519E-03 
4.42963885097221474E-04 
-7.90787763796394665E-04 
7.06044274153615897E-04 
1.58873369484552215E-04 
4.15258701871650345E-05 
-5.45690143738317623E-04 
-2.85434207931752916E-04 
2.23668342994812376E-04 
-4.78276394791084399E-04 
5.98557190294107290E-04 
2.75209695201817229E-04 
8.61488815238088397E-05 
-1.85211340512851815E-04 
1.54924973866763188E-04 
-1.88913075771997372E-04 
-9.81183662150777650E-05 
-3.35164584574062095E-05 
1.43336738482086312E-04 
-6.00262453256425970E-05 
2.50225010707613450E-05 
7.97014974738822802E-05 
1.80749080567811354E-05 
-3.64307238650463764E-05 
-1.86923495505193164E-04 
2.30540281860516506E-05 
8.16377719874584741E-06 
-5.85273314857862796E-05 
1.87686070259572274E-05 
4.45806498139001206E-05 
1.23176830767699325E-05 
3.49662264918552089E-05 
-3.12067642075288139E-05 
3.90206622297692608E-05 
-9.79586332250297476E-07 
6.72507915292538346E-06 
3.04318455037973097E-05 
5.21607420291414825E-05 
2.52456759381679829E-05 
-3.38762290277791895E-05 
1.02105033365404792E-05 
1.26458590369988140E-05 
-1.36149420239162435E-05 
-3.01073551952813684E-05 
5.98663930510904193E-05 
-2.60675534182951752E-05 
-6.96010303324143061E-06 
6.97777019747358514E-06 
8.39495716275614157E-06 
-6.25998550738303406E-07 
2.67082738258396129E-05 
-2.24288776582314667E-05 
9.80601813350945160E-06 
7.86961048491052519E-06 
3.28643036943143829E-06 
-1.40726075262606034E-05 
1.92287117993258529E-07 
-2.26568432638313056E-05 
-9.96294413121531073E-07 
-1.68638553958447236E-05 
1.05626527962676861E-05 
1.91897472363474877E-06 
